,opportunity id,annee_cir,siren
14315,0062000000fhGOp,2016.0,482156320
20565,0060O00000tdzVR,2018.0,482156320
26437,0060O00000wi2wy,2019.0,505251355
5645,0062000000VIKXV,2013.0,422095521
7306,0062000000VIKZC,2014.0,422095521
10187,0062000000VIKZl,2015.0,422095521
14387,0062000000ldWw0,2016.0,422095521
16469,0060O00000nXPGw,2017.0,422095521
20721,0060O00000stPJ5,2018.0,422095521
27183,0060X00000cStmi,2019.0,422095521
29568,0060X00000mVEGy,2020.0,422095521
13807,0062000000hvr0p,2016.0,334129103
15649,0062000000hwYGx,2017.0,334129103
23745,0062000000hwYHP,2018.0,334129103
24432,0060X00000cStjy,2019.0,334129103
5070,0062000000IhdVK,2013.0,331406637
8631,0062000000ZPCPk,2014.0,331406637
10902,0062000000aozW9,2015.0,331406637
15048,0062000000jnYyG,2016.0,331406637
17107,0060O00000nXPCp,2017.0,331406637
24036,0060O00000tc0Xp,2018.0,331406637
25968,0060X00000cRhSn,2019.0,331406637
8940,0062000000bSCzY,2014.0,482606308
6120,0062000000TZQs6,2013.0,333372522
7158,0062000000YMNUY,2014.0,333372522
11830,0062000000bScdF,2015.0,333372522
13835,0062000000ldWvH,2016.0,333372522
18944,0060O00000nWkWo,2017.0,333372522
21863,0060O00000stNqX,2018.0,333372522
28456,0060X00000cRhNA,2019.0,333372522
31083,0060X00000mdjG6,2020.0,333372522
25391,0060X00000bslcS,2019.0,381117035
31712,0060X00000mVCX2,2020.0,381117035
7157,0062000000ecb6h,2014.0,435136262
12969,0060O00000nR4hw,2016.0,435136262
27578,0060O00000vue6V,2019.0,435136262
17947,0060O00000s9gyI,2017.0,475880845
22275,0060X00000cRhQx,2018.0,475880845
8403,0062000000cMX9z,2014.0,504286246
5558,0062000000apL6p,2013.0,439748013
7090,0062000000dGW7h,2014.0,439748013
9965,0062000000dGW8u,2015.0,439748013
26450,0060X00000e3bv7,2019.0,305709438
31769,0060X00000mJpBP,2020.0,305709438
6618,0062000000XkBJN,2014.0,478715766
32441,0066700000oqgoh,2020.0,401741459
8297,0062000000YvcK5,2014.0,493315055
11784,0062000000f7Ape,2015.0,493315055
13869,0062000000ldX2O,2016.0,493315055
18943,0060O00000nX58y,2017.0,493315055
21388,0060O00000stOT0,2018.0,493315055
28073,0060X00000cQHEh,2019.0,493315055
30079,0060X00000mdegW,2020.0,493315055
6737,0062000000bRj2g,2014.0,333759736
10881,0062000000hOz68,2015.0,333759736
17572,0060O00000nR6Ae,2017.0,333759736
19816,0060X00000annhM,2018.0,333759736
27122,0060X00000hPNzy,2019.0,333759736
28909,0060X00000mVDvG,2020.0,333759736
4642,0062000000VHo4s,2013.0,333520468
8893,0062000000ZOSm1,2014.0,333520468
10215,0062000000f7Afv,2015.0,333520468
4205,0062000000ZPCXD,2013.0,322980442
8785,0062000000f7FNT,2014.0,322980442
9484,0062000000jnZ0x,2015.0,322980442
13804,0062000000jznn8,2016.0,322980442
15825,0060O00000nXESP,2017.0,322980442
21906,0060O00000wgUBt,2018.0,322980442
24539,0060X00000cSscS,2019.0,322980442
30908,0060X00000mdfNR,2020.0,322980442
10401,0062000000iV4of,2015.0,965201858
14544,0062000000iV4pY,2016.0,965201858
17086,0062000000iV4q2,2017.0,965201858
23191,0060O00000stPDl,2018.0,965201858
26684,0060X00000cSssq,2019.0,965201858
31961,0060X00000mVCvd,2020.0,965201858
33439,0066700000p4Abv,2021.0,965201858
17224,0060O00000nFFpN,2017.0,731820254
4326,0062000000RlJV0,2013.0,302695432
7734,0062000000aq2up,2014.0,302695432
9702,0062000000bRtGS,2015.0,302695432
15744,0060O00000nEq76,2017.0,349555540
9677,0062000000huBqb,2015.0,522603315
15797,0060O00000nWlYs,2017.0,522603315
20037,0060O00000uijQJ,2018.0,522603315
14234,0060O00000nWpXC,2016.0,334413804
20319,0060X00000buEF4,2018.0,334413804
4916,0062000000VGWB9,2013.0,499303360
7969,0062000000VGWG9,2014.0,499303360
12049,0062000000VGWF2,2015.0,499303360
13399,0062000000jy2hY,2016.0,499303360
18927,0060O00000stPBH,2017.0,499303360
21228,0060O00000uhXs5,2018.0,499303360
28279,0060X00000cStIO,2019.0,499303360
30188,0060X00000mVCym,2020.0,499303360
16912,0060O00000nRCeD,2017.0,596320275
12295,0060O00000ukExH,2016.0,490077682
19434,0060O00000ukF0B,2018.0,490077682
27058,0060X00000cSsj4,2019.0,490077682
28640,0060X00000mVDfi,2020.0,490077682
24157,0060O00000vutCR,2019.0,329605760
32988,0066700000qakTS,2021.0,329605760
6110,0062000000VFbxM,2013.0,482142544
7074,0062000000ZPdF2,2014.0,482142544
11788,0062000000bRfzR,2015.0,482142544
33056,0066700000qphVR,2021.0,324191246
33174,0066700000ra37r,2021.0,326134699
23984,0060O00000whkSm,2018.0,328641345
7563,0062000000WYMDV,2014.0,775543721
10506,0062000000fuKjt,2015.0,571722214
8278,0062000000WYFB5,2014.0,352483572
12655,0060O00000nWPSY,2016.0,332788603
26063,0060X00000eCiOe,2019.0,494726532
28576,0060X00000mVEJd,2020.0,494726532
30762,0066700000o0ABj,2020.0,403583479
27202,0060X00000e5sr7,2019.0,399215888
5006,0062000000PxGQS,2013.0,957501026
8059,0062000000PxGQh,2014.0,957501026
11878,0062000000Xgtk2,2015.0,520808932
7447,0062000000apfpM,2014.0,403063050
4408,0062000000VHBTG,2013.0,377280466
8829,0062000000VHBVM,2014.0,377280466
9735,0062000000VHBVb,2015.0,377280466
14040,0062000000jnZ0C,2016.0,377280466
15796,0060O00000nXOpv,2017.0,377280466
22096,0060O00000stC0U,2018.0,377280466
24500,0060X00000ea3pZ,2019.0,377280466
29399,0060X00000mditL,2020.0,377280466
10705,0062000000hwVHh,2015.0,343043790
32858,0066700000qs8vA,2020.0,552015570
18718,0060O00000nWlyr,2017.0,849232970
21118,0060O00000rDlvj,2018.0,849232970
27959,0066700000pHTn3,2019.0,849232970
29851,0066700000pHJcG,2020.0,849232970
4588,0062000000VGax1,2013.0,636780330
8881,0062000000cNlnD,2014.0,636780330
10119,0062000000guCnV,2015.0,636780330
14415,0062000000jnYyu,2016.0,636780330
16792,0060O00000nXP2Q,2017.0,636780330
23038,0060O00000stOTt,2018.0,636780330
26348,0060X00000atCGW,2019.0,636780330
31667,0060X00000mdjJA,2020.0,636780330
26949,0060X00000eZYAC,2019.0,438947566
13315,0060O00000lp7FC,2016.0,413821182
25711,0060X00000kBILj,2019.0,417663374
30282,0060X00000mdf0F,2020.0,417663374
17129,0060O00000nX5N4,2017.0,960505063
21327,0060O00000stOpB,2018.0,960505063
27735,0060X00000cQHQ4,2019.0,960505063
30132,0060X00000mdehP,2020.0,960505063
12783,0060O00000pmInd,2016.0,435204102
8469,0062000000apQUO,2014.0,452135452
4756,0062000000VG4aI,2013.0,694800780
8920,0062000000VG4bL,2014.0,694800780
10389,0062000000VG4cE,2015.0,694800780
14541,0062000000jy2fi,2016.0,694800780
31955,0066700000rK3QI,2020.0,694800780
18387,0060O00000nWja8,2017.0,380078469
20622,0060O00000stNq7,2018.0,380078469
27982,0060X00000cSsYV,2019.0,380078469
29594,0060X00000mVDUt,2020.0,380078469
12631,0060X00000hMOrq,2016.0,826220154
27784,0060X00000cRFRj,2019.0,826220154
29294,0060X00000mdiQT,2020.0,826220154
5799,0062000000UdPRw,2013.0,439875642
23107,0060O00000ujhEO,2018.0,339186330
26492,0060X00000cSrxt,2019.0,339186330
31799,0060X00000mdiYT,2020.0,339186330
4495,0062000000VHgaE,2013.0,398128447
8357,0062000000VHgbv,2014.0,398128447
10022,0062000000VHgcf,2015.0,398128447
5582,0062000000GCF0J,2013.0,483556650
7162,0062000000ZPCOF,2014.0,483556650
10031,0062000000f78vK,2015.0,483556650
14318,0062000000ldWw5,2016.0,483556650
16307,0060O00000nXNyF,2017.0,483556650
20571,0060O00000stPJk,2018.0,483556650
27039,0060X00000hPNoW,2019.0,483556650
6752,0062000000ZQwRy,2014.0,403334618
11152,0062000000hQS8Y,2015.0,394141220
12293,0062000000hw6dK,2016.0,394141220
17360,0062000000hw6do,2017.0,394141220
19613,0060O00000uhJYF,2018.0,394141220
26706,0060X00000cStnb,2019.0,394141220
29223,0060X00000mVDr7,2020.0,394141220
7180,0060O00000pmCSD,2014.0,488697640
10049,0060O00000pmCS8,2015.0,488697640
14327,0060O00000nWWsU,2016.0,488697640
16325,0060O00000nRA9h,2017.0,488697640
20589,0060O00000uhXJH,2018.0,488697640
27051,0060X00000cSssz,2019.0,488697640
29436,0060X00000mVDc6,2020.0,488697640
18353,0060O00000nR9KX,2017.0,535257067
20527,0060O00000stOjc,2018.0,535257067
26999,0060X00000cStOw,2019.0,535257067
29488,0060X00000mVCf3,2020.0,535257067
18885,0060O00000nQwol,2017.0,328986203
21174,0060O00000stOke,2018.0,328986203
28255,0060X00000cStUK,2019.0,328986203
30134,0060X00000mVDtc,2020.0,328986203
14650,0060O00000tcwiI,2016.0,338712151
16165,0060O00000s7xqJ,2017.0,338712151
23840,0060O00000uhXPV,2018.0,338712151
24984,0060X00000cSryX,2019.0,338712151
32360,0060X00000mdioE,2020.0,338712151
15298,0060O00000nRXPB,2017.0,310199146
33175,0060X00000loE9Z,2021.0,310199146
29495,0066700000qHAA7,2020.0,439039801
4972,0062000000X5BX8,2013.0,344891809
32737,0060X00000mUJz3,2020.0,344891809
31353,0066700000oSX7l,2020.0,380773408
13610,0060O00000mruaA,2016.0,533134698
23488,0060O00000ujiQm,2018.0,345307656
25564,0060X00000cStUy,2019.0,345307656
31885,0060X00000mVDTO,2020.0,345307656
21402,0060O00000ujWcv,2018.0,765200589
24041,0060X00000cSsFi,2019.0,765200589
30320,0060X00000mVCXo,2020.0,765200589
22001,0060X00000asQ1H,2018.0,379460199
14151,0060O00000pkkFX,2016.0,492889654
16006,0060O00000p0Vaz,2017.0,492889654
22318,0060O00000teScG,2018.0,492889654
24686,0060X00000cSsSN,2019.0,492889654
29549,0060X00000mdefx,2020.0,492889654
13805,0060O00000msVtY,2016.0,431473669
4581,0062000000W7cNZ,2013.0,775599111
8527,0062000000hw7H5,2014.0,775599111
9763,0062000000hw7HP,2015.0,775599111
15147,0062000000iUzBI,2016.0,775599111
15926,0062000000iVVOa,2017.0,775599111
22649,0060O00000stP9u,2018.0,775599111
24652,0060X00000cSt1i,2019.0,775599111
30781,0060X00000mVDqa,2020.0,775599111
4343,0062000000Rn8iI,2013.0,513353474
6470,0062000000a5eex,2014.0,478601826
8412,0062000000bQ6JE,2014.0,400736849
10428,0062000000dvOod,2015.0,400736849
14986,0060O00000mH2l1,2016.0,400736849
22305,0060O00000vthMO,2018.0,317385813
4476,0062000000UZY9s,2013.0,394604839
8751,0062000000bSONc,2014.0,508084605
13971,0060O00000mrdQa,2016.0,508084605
18635,0060O00000st6F0,2017.0,819871716
17403,0060O00000nRqDv,2017.0,329790018
17851,0060O00000s9AKl,2017.0,985520055
17812,0060O00000plSPT,2017.0,790926661
20056,0060O00000stOmH,2018.0,790926661
27326,0060X00000cStjo,2019.0,790926661
29089,0060X00000mVDp1,2020.0,790926661
20952,0060O00000teElM,2018.0,380927335
19011,0060O00000nEiYG,2017.0,491103974
21384,0060O00000stOix,2018.0,491103974
28357,0060X00000hP7pi,2019.0,491103974
30308,0060X00000mdcem,2020.0,491103974
25861,0060X00000beB8h,2019.0,493400204
30408,0060X00000mdf3x,2020.0,493400204
16993,0060O00000msHBv,2017.0,410107882
15928,0060O00000nWNmi,2017.0,795420140
33229,0060X00000hOq83,2021.0,795420140
16001,0060O00000mqzet,2017.0,523450872
4489,0062000000W6LxK,2013.0,313125791
8354,0062000000W6LyI,2014.0,313125791
10004,0062000000W6Lyr,2015.0,313125791
14746,0062000000jnZil,2016.0,313125791
4510,0062000000hvB6e,2013.0,688500230
8857,0062000000W69Dx,2014.0,688500230
9909,0062000000ZQajo,2015.0,688500230
14133,0062000000ZQakr,2016.0,688500230
15958,0060O00000nXO2q,2017.0,688500230
8113,0062000000ap9bF,2014.0,328824891
30296,0060X00000jXs3o,2020.0,328824891
15627,0060O00000plcqa,2017.0,382577781
21714,0060O00000stNlw,2018.0,382577781
24353,0060X00000cRhKk,2019.0,382577781
4480,0062000000PTAjH,2013.0,945551596
8849,0062000000PTAux,2014.0,945551596
9867,0062000000cPzga,2015.0,945551596
14094,0062000000ldWva,2016.0,945551596
15904,0060O00000nXPAt,2017.0,945551596
22198,0060O00000tc0XQ,2018.0,945551596
24602,0060X00000cSs0Y,2019.0,945551596
29477,0060X00000mdiXQ,2020.0,945551596
18414,0060O00000pmL7m,2017.0,424480283
20756,0060O00000teA5D,2018.0,424480283
26929,0060X00000cStcT,2019.0,424480283
31368,0060X00000mVCwJ,2020.0,424480283
18840,0060O00000nXLrw,2017.0,542086178
9968,0062000000hQ2zT,2015.0,389030594
15966,0060O00000lpFTd,2017.0,389030594
5796,0062000000RlmaW,2013.0,627280266
6647,0062000000ZPCUJ,2014.0,627280266
10785,0062000000f78xL,2015.0,627280266
12501,0062000000jnZht,2016.0,627280266
17494,0060O00000nXPAy,2017.0,627280266
19714,0060O00000tc0XR,2018.0,627280266
27068,0060X00000cSsSh,2019.0,627280266
28867,0060X00000mdeYn,2020.0,627280266
4509,0062000000huoj1,2013.0,444429617
8479,0062000000huokZ,2014.0,444429617
9703,0062000000fgk6N,2015.0,444429617
15136,0062000000fgkA5,2016.0,444429617
15848,0062000000fgkVx,2017.0,444429617
22553,0060O00000tc0SH,2018.0,444429617
7989,0062000000dFpzQ,2014.0,485090302
11903,0062000000dHHjE,2015.0,485090302
13644,0062000000dHHjs,2016.0,485090302
18787,0060O00000nXEYS,2017.0,485090302
5083,0062000000PQyqZ,2013.0,434738761
8774,0062000000PQyvG,2014.0,434738761
6903,0062000000f6ils,2014.0,886450220
10819,0062000000f7doo,2015.0,886450220
12762,0062000000jnZi1,2016.0,886450220
17803,0060O00000nXOqy,2017.0,886450220
22101,0060O00000stOZN,2018.0,886450220
24631,0060X00000lGtQu,2019.0,886450220
32804,0060X00000mdiON,2020.0,886450220
8761,0062000000a6fv7,2014.0,344319660
19624,0060X00000aqTNm,2018.0,350205134
26984,0060X00000cSstO,2019.0,350205134
28777,0060X00000mVDDW,2020.0,350205134
11683,0062000000hwQxX,2015.0,529215998
13385,0062000000jy3Np,2016.0,529215998
18500,0060O00000nR4LT,2017.0,529215998
21221,0060O00000stOU3,2018.0,529215998
28361,0060X00000cSsXm,2019.0,529215998
30447,0060X00000mVDNd,2020.0,529215998
24309,0060X00000bjjdR,2019.0,318252319
23062,0060O00000wglpj,2018.0,326686979
26396,0060X00000cStPj,2019.0,326686979
31739,0060X00000mdisk,2020.0,326686979
4780,0062000000VH31N,2013.0,353186455
19754,0060X00000aqeem,2018.0,488352642
5418,0062000000OnAQ5,2013.0,434100236
6902,0062000000OnAQU,2014.0,434100236
11375,0062000000apRi0,2015.0,434100236
5045,0062000000Sgqb2,2013.0,868800111
6287,0062000000Sgqbb,2014.0,868800111
8542,0062000000XYyOR,2014.0,519654768
15968,0060O00000nXVzE,2017.0,519654768
32336,0066700000peLOt,2020.0,790199095
4684,0062000000OnaqS,2013.0,460200645
8904,0062000000Onara,2014.0,460200645
10293,0062000000f7fCL,2015.0,460200645
14490,0062000000jnYyy,2016.0,460200645
16990,0060O00000nXOBP,2017.0,460200645
23143,0060O00000s8cry,2018.0,460200645
26576,0060X00000cSs6g,2019.0,460200645
31859,0060X00000mdinp,2020.0,460200645
31236,0066700000pJj74,2020.0,350040879
26942,0060X00000hNIDU,2019.0,339704652
10161,0062000000fgE9A,2015.0,706020427
14439,0062000000jy2wH,2016.0,706020427
23068,0060O00000s7iGP,2018.0,706020427
10290,0062000000cMxRu,2015.0,477592794
32504,0060X00000hNOhY,2020.0,477592794
25016,0060X00000hNQxs,2019.0,497969238
7703,0062000000WXlPc,2014.0,381175843
9055,0062000000bQ6Dz,2014.0,337757694
10120,0062000000gw5vj,2015.0,337757694
14161,0062000000hO5Dd,2016.0,337757694
16629,0062000000hO5G8,2017.0,337757694
22890,0060O00000stPAD,2018.0,337757694
25301,0060X00000cSsvo,2019.0,337757694
31616,0060X00000mVDbc,2020.0,337757694
10869,0062000000f7eCB,2015.0,421645979
12561,0062000000jnZiR,2016.0,421645979
17566,0060O00000nXOuW,2017.0,421645979
19798,0060O00000vs1bu,2018.0,421645979
27116,0060X00000cRhUa,2019.0,421645979
28897,0060X00000mdioB,2020.0,421645979
15947,0060O00000nXSy0,2017.0,483402319
20157,0060O00000stOvd,2018.0,483402319
26703,0060X00000cStNy,2019.0,483402319
29094,0060X00000mVE0Y,2020.0,483402319
14100,0060O00000nWp82,2016.0,318224730
14285,0062000000hwLSH,2016.0,433538782
6912,0060O00000vuoWn,2014.0,514231265
18182,0060O00000pm8RD,2017.0,514231265
20933,0060O00000uhZgt,2018.0,514231265
28235,0060X00000atheO,2019.0,514231265
33363,0066700000qrV0L,2021.0,514231265
19618,0060O00000mrYDd,2018.0,470800772
14348,0060O00000loN8s,2016.0,434188660
5750,0062000000Tc98Q,2013.0,732021068
7594,0062000000apIlP,2014.0,732021068
10445,0062000000f7lkP,2015.0,732021068
14513,0062000000fu3gB,2016.0,732021068
16823,0060O00000nXOqA,2017.0,732021068
21045,0060O00000uiKo6,2018.0,732021068
27519,0060X00000cSsnQ,2019.0,732021068
29874,0060X00000mVCwU,2020.0,732021068
33223,0066700000r2t7C,2021.0,585781701
33181,0066700000qsPyi,2021.0,335061248
7453,0062000000ap8KB,2014.0,060200722
8719,0062000000ao7RB,2014.0,522082528
10135,0062000000bQ6Xa,2015.0,522082528
15239,0062000000bQ6Yn,2016.0,522082528
16928,0060O00000nXNrE,2017.0,522082528
23531,0060O00000stPK9,2018.0,522082528
25852,0060X00000hPETM,2019.0,522082528
6118,0062000000PRh5c,2013.0,384935557
7140,0062000000PRh4k,2014.0,384935557
11824,0062000000ftoBI,2015.0,384935557
13823,0060O00000mrqtO,2016.0,384935557
18938,0060O00000nR4No,2017.0,384935557
21845,0060O00000stOwC,2018.0,384935557
11623,0062000000hwVQ8,2015.0,804363554
30315,0060X00000lgJsB,2020.0,804363554
11043,0062000000gbgTn,2015.0,418165460
11808,0062000000hJAdE,2015.0,679200857
7096,0062000000YxYFZ,2014.0,429715378
9971,0062000000gZNMn,2015.0,429715378
14279,0062000000jy3Q0,2016.0,429715378
16229,0060O00000nXOsk,2017.0,429715378
20469,0060O00000rapWg,2018.0,429715378
7831,0062000000bPlBJ,2014.0,334089752
15518,0060O00000sBdNg,2017.0,333321628
27192,0060X00000eZhFA,2019.0,395185325
29637,0060X00000kjR2J,2020.0,395185325
9854,0062000000dESfz,2015.0,388835449
14720,0062000000jz7O1,2016.0,388835449
15798,0060O00000nXNyU,2017.0,388835449
22214,0060O00000stNpj,2018.0,388835449
24513,0060X00000cSsAo,2019.0,388835449
31623,0060X00000mVDqY,2020.0,388835449
7771,0062000000fuKoK,2014.0,378955926
12019,0062000000a4QK7,2015.0,378955926
10038,0062000000fhH5B,2015.0,495123002
16225,0060O00000nXHIe,2017.0,495123002
7231,0062000000cOnap,2014.0,314889387
17991,0060O00000nXsd9,2017.0,314889387
24614,0060X00000jq3ru,2019.0,328171319
29507,0060X00000meve0,2020.0,328171319
5270,0062000000QUaxS,2013.0,533232070
6496,0062000000QUaxc,2014.0,533232070
9437,0062000000QUaxr,2015.0,533232070
14012,0060O00000mI1s1,2016.0,533232070
15533,0060O00000nXOwn,2017.0,533232070
19701,0060O00000stNxT,2018.0,533232070
26367,0060X00000cSspg,2019.0,533232070
28800,0060X00000mVDUV,2020.0,533232070
5131,0062000000PS4nP,2013.0,420893802
8792,0062000000PS4pL,2014.0,420893802
11300,0062000000f7iIZ,2015.0,420893802
10315,0062000000dxEL4,2015.0,378297626
3934,0066700000qEcwZ,2020.0,414103838
23610,0060X00000bsidV,2018.0,500419254
32518,0066700000oRoZH,2020.0,500419254
14454,0060O00000mEgNq,2016.0,771800976
10383,0062000000gtLWt,2015.0,411539679
4762,0062000000VIFx1,2013.0,428862403
14547,0060O00000nWpbV,2016.0,428862403
12375,0060O00000msTyo,2016.0,444525232
14672,0062000000gve9O,2016.0,678502444
21393,0060X00000aB5eL,2018.0,678502444
4608,0062000000iu40T,2013.0,437960677
8244,0062000000iu7gK,2014.0,437960677
10206,0062000000iVQxb,2015.0,437960677
14950,0062000000iu3zV,2016.0,437960677
16387,0060O00000nR4Rq,2017.0,437960677
23870,0060O00000stOvh,2018.0,437960677
25122,0060X00000cSte0,2019.0,437960677
32453,0060X00000mVDvd,2020.0,437960677
4814,0062000000D4OpB,2013.0,384868873
7849,0062000000ZPCOe,2014.0,384868873
10368,0062000000hO0cy,2015.0,424442762
14978,0062000000hO0gl,2016.0,424442762
16567,0060O00000nXPC1,2017.0,424442762
23903,0060O00000stOZH,2018.0,424442762
25314,0060X00000cRhMV,2019.0,424442762
32549,0060X00000mdjFc,2020.0,424442762
12411,0062000000hwJso,2016.0,864200795
17350,0060O00000msDiP,2017.0,864200795
30454,0060X00000cQLCQ,2020.0,798012373
5368,0062000000ZQxWV,2013.0,378877153
7215,0062000000cN5kU,2014.0,378877153
11143,0062000000ftoA1,2015.0,378877153
13008,0062000000ga2aX,2016.0,378877153
4594,0062000000VGWLT,2013.0,349769604
8883,0062000000VGWic,2014.0,349769604
10125,0062000000VGWja,2015.0,349769604
14418,0062000000jy4OL,2016.0,349769604
16798,0060O00000nXEYn,2017.0,349769604
23041,0060O00000tc0Oa,2018.0,349769604
26354,0060X00000ea7Ne,2019.0,349769604
31679,0060X00000mdf1j,2020.0,349769604
7443,0062000000f5ggQ,2014.0,499272979
11335,0062000000f7IBX,2015.0,499272979
13194,0062000000f7IF0,2016.0,499272979
18265,0062000000f7IGS,2017.0,499272979
22611,0060O00000stNvN,2018.0,499272979
25063,0060X00000cRhOS,2019.0,499272979
5841,0062000000PQsew,2013.0,479988453
6743,0062000000PQskP,2014.0,479988453
10887,0062000000f7fzp,2015.0,479988453
5941,0062000000YPEDJ,2013.0,340571728
7229,0062000000aqfhw,2014.0,340571728
28918,0060X00000jnuwr,2020.0,791503147
21276,0060X00000ap6Wt,2018.0,390425197
32474,0060X00000mD1fA,2020.0,449222751
11146,0062000000gu7Or,2015.0,402337836
32941,0066700000qafvw,2020.0,958507105
17842,0060O00000rEHoc,2017.0,412478026
4378,0062000000VHMro,2013.0,409963261
33494,0066700000pYo8o,2023.0,562030353
29357,0066700000nqyln,2020.0,331337154
4241,0062000000Lh0VP,2013.0,393723457
22400,0060O00000rb31E,2018.0,432567162
16127,0060O00000plttc,2017.0,399379411
20361,0060O00000stNv8,2018.0,399379411
26859,0060X00000cRhM1,2019.0,399379411
7843,0062000000bSaDa,2014.0,410675078
12031,0062000000hOMzT,2015.0,410675078
28147,0060O00000vvnlC,2019.0,410675078
17212,0060O00000nEfFe,2017.0,304635451
26798,0060O00000ujYBv,2019.0,304635451
8897,0062000000bSV6Q,2014.0,505780965
6299,0062000000ap8Wc,2014.0,788265957
8748,0062000000anQwp,2014.0,448981944
9977,0060O00000nRvy0,2015.0,438858961
14291,0060O00000nRvxj,2016.0,438858961
16253,0060O00000nEsZN,2017.0,438858961
20505,0060O00000uhXHz,2018.0,438858961
26979,0060X00000cRhQZ,2019.0,438858961
25923,0060O00000vsMmk,2019.0,547280032
5302,0062000000TafoC,2013.0,592047625
19224,0060O00000nWybc,2017.0,532356177
28353,0060O00000teT06,2019.0,532356177
9616,0062000000cN64L,2015.0,493158380
13915,0062000000jnZ3z,2016.0,493158380
15963,0060O00000nXPJ2,2017.0,493158380
22116,0060O00000teU0S,2018.0,493158380
24689,0060X00000cSsts,2019.0,493158380
31040,0060X00000mVDT4,2020.0,493158380
24758,0066700000nNiPE,2019.0,438316077
4784,0062000000RmIai,2013.0,616020285
18777,0060O00000nF9fs,2017.0,616020285
20970,0060O00000ssWWC,2018.0,616020285
29882,0066700000qs8Wq,2020.0,616020285
31919,0066700000qFj9h,2020.0,056501273
9154,0062000000dxYwq,2014.0,419873500
11659,0062000000hwJ2o,2015.0,410458566
13325,0062000000hwJ3X,2016.0,410458566
18458,0062000000hwJ41,2017.0,410458566
21179,0060O00000tc0TF,2018.0,410458566
10802,0062000000N6fq4,2015.0,403411705
12451,0060O00000msXYo,2016.0,542110556
7610,0062000000dFgil,2014.0,343045316
16172,0060O00000nXHQx,2017.0,798636080
6267,0062000000dv1wA,2014.0,411958937
16035,0060O00000rB4t5,2017.0,423955491
14688,0060O00000msTzS,2016.0,308158914
14980,0062000000itHuF,2016.0,562029108
30119,0060X00000laP8V,2020.0,838339208
24797,0060X00000cR9s9,2019.0,423075209
31142,0060X00000mdiLz,2020.0,423075209
17482,0060O00000plKJc,2017.0,830156444
19702,0060O00000stOoX,2018.0,830156444
27050,0060X00000cSsj9,2019.0,830156444
28855,0060X00000mVCef,2020.0,830156444
11248,0062000000hOASN,2015.0,510634983
17474,0060O00000rB2JG,2017.0,510634983
26820,0060X00000c5RBP,2019.0,510634983
29325,0066700000pKv0Q,2020.0,510634983
6546,0062000000arNb7,2014.0,394601900
11377,0062000000f5qaM,2015.0,394601900
12533,0062000000jy3LU,2016.0,394601900
17612,0060O00000nXNvp,2017.0,394601900
19871,0060O00000uhXx0,2018.0,394601900
26946,0060X00000cStBI,2019.0,394601900
29451,0060X00000mVDpu,2020.0,394601900
5495,0062000000WYQG2,2013.0,381813880
6988,0062000000VGm2V,2014.0,381813880
5097,0062000000edP47,2013.0,444023436
6290,0062000000edP5e,2014.0,444023436
10883,0062000000edP63,2015.0,444023436
12238,0062000000edP6X,2016.0,444023436
17286,0062000000edP76,2017.0,444023436
19448,0060O00000tcvAx,2018.0,444023436
25801,0060X00000cSs5y,2019.0,444023436
30366,0060X00000mdijl,2020.0,444023436
4451,0062000000TZ468,2013.0,718500838
33303,0066700000qp092,2021.0,811940394
18741,0060O00000nEs8V,2017.0,375450087
1256,0066700000r5szS,2021.0,339685612
32829,0066700000oHexI,2020.0,339685612
4498,0062000000SjEpK,2013.0,323140301
8854,0062000000ZPCPK,2014.0,323140301
26533,0060X00000bjwGL,2019.0,812250231
12020,0062000000PRJU3,2015.0,343280665
29858,0060X00000eZqFZ,2020.0,343280665
6613,0062000000dxYdt,2014.0,514933589
13688,0062000000itXkh,2016.0,514933589
9755,0062000000dEj7k,2015.0,509318044
15851,0060O00000nFJdo,2017.0,509318044
26637,0060X00000cQ8Iw,2019.0,509318044
24380,0060X00000e3Tub,2019.0,394094254
29279,0066700000nzlQR,2020.0,394094254
4424,0062000000TaqeJ,2013.0,353298656
7363,0062000000ZPCOm,2014.0,353298656
11936,0062000000arHhd,2015.0,353298656
12793,0062000000arHiH,2016.0,353298656
18141,0060O00000nXEYI,2017.0,353298656
20388,0060O00000stNpO,2018.0,353298656
27874,0060X00000cSsPY,2019.0,353298656
29420,0060X00000mdeXy,2020.0,353298656
4860,0062000000PS1JH,2013.0,312424187
8460,0062000000PS18y,2014.0,312424187
10566,0062000000f4xbz,2015.0,312424187
15003,0060O00000lnyx6,2016.0,312424187
16801,0060O00000nXP6X,2017.0,312424187
23951,0060O00000uhXsZ,2018.0,312424187
25536,0060X00000cSt2p,2019.0,312424187
32634,0060X00000mVDV8,2020.0,312424187
8569,0062000000apHfV,2014.0,784756413
16646,0060O00000ms8QC,2017.0,784756413
25510,0060O00000uj5W9,2019.0,784756413
10145,0062000000dxNCP,2015.0,485143861
11969,0062000000fu9PX,2015.0,807220363
5164,0062000000ga7L0,2013.0,435365457
6657,0062000000ga7IV,2014.0,435365457
10615,0062000000dxLpt,2015.0,435365457
12540,0062000000gQplp,2016.0,435365457
17515,0062000000gQpqu,2017.0,435365457
21861,0060O00000stAo6,2018.0,435365457
24403,0060X00000cRhJb,2019.0,435365457
